text,label,source
at home watching tv lor,0,kaggle
cool  what time you think you can get here,0,kaggle
for ur chance to win å 250 cash every wk txt  play to 83370  t s c s www music trivia net custcare 08715705022  1x150p wk,1,kaggle
your electricity bill is overdue  pay rs 25000 now to avoid disconnection at 9876543210,1,seed
lol no  u can trust me,0,kaggle
enjoy the showers of possessiveness poured on u by ur loved ones  bcoz in this world of lies  it is a golden gift to be loved truly,0,kaggle
i don t want you to leave  but i m barely doing what i can to stay sane  fighting with you constantly isn t helping,0,kaggle
what will we do in the shower  baby,0,kaggle
oh god i am happy to see your message after 3 days,0,kaggle
to day class is there are no class,0,kaggle
i have a sore throat  it s scratches when i talk,0,kaggle
reminder  axis emi of rs 500 due on 5 april  maintain sufficient balance,0,seed
lol     i really need to remember to eat when i m drinking but i do appreciate you keeping me company that night babe  smiles,0,kaggle
hey now am free you can call me,0,kaggle
our ride equally uneventful   not too many of those pesky cyclists around at that time of night,0,kaggle
quite ok but a bit ex    u better go eat smth now else i ll feel guilty,0,kaggle
your electricity bill is overdue  pay rs 2500 now to avoid disconnection at 1800 xxx xxxx,1,seed
ball is moving a lot will spin in last   so very difficult to bat,0,kaggle
hey they r not watching movie tonight so i ll prob b home early,0,kaggle
man this bus is so so so slow  i think you re gonna get there before me,0,kaggle
tired  i haven t slept well the past few nights,0,kaggle
no my blankets are sufficient  thx,0,kaggle
otp for your bank of baroda login is 149845  valid for 10 minutes  do not share,0,seed
want 2 get laid tonight  want real dogging locations sent direct 2 ur mob  join the uk s largest dogging network by txting moan to 69888nyt  ec2a  31p msg 150p,1,kaggle
didn t you get hep b immunisation in nigeria,0,kaggle
dating i have had two of these  only started after i sent a text to talk sport radio last week  any connection do you think or coincidence,1,kaggle
do you want 750 anytime any network mins 150 text and a new video phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,kaggle
you have been selected to stay in 1 of 250 top british hotels   for nothing  holiday worth å 350  to claim  call london 02072069400  bx 526  sw73ss,1,kaggle
what class of  lt   gt  reunion,0,kaggle
ha ha ha good joke  girls are situation seekers,0,kaggle
don t worry though  i understand how important it is that i be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me  brb gonna go kill myself,0,kaggle
happy birthday    may u find ur prince charming soon n dun work too hard,0,kaggle
thats cool  sometimes slow and gentle  sonetimes rough and hard,0,kaggle
hi  hope you had a good day  have a better night,0,kaggle
just sleeping  and surfing,0,kaggle
ok ill tell the company,0,kaggle
you are a å 1000 winner or guaranteed caller prize  this is our final attempt to contact you  to claim call 09071517866 now  150ppmpobox10183bhamb64xe,1,kaggle
never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes    always remember a stupid friend is here to share    bslvyl,0,kaggle
someonone you know is trying to contact you via our dating service  to find out who it could be call from your mobile or landline 09064015307 box334sk38ch,1,kaggle
ìï takin linear algebra today,0,kaggle
i m home  doc gave me pain meds says everything is fine,0,kaggle
yup i m elaborating on the safety aspects and some other issues,0,kaggle
tell rob to mack his gf in the theater,0,kaggle
give one miss from that number please,0,kaggle
call me da  i am waiting for your call,0,kaggle
to the wonderful okors  have a great month  we cherish you guys and wish you well each day  mojibiola,0,kaggle
transaction alert  rs 25000 debited from sbi account for airtel payment,0,seed
gud ni8 swt drms take care,0,kaggle
hiya do u like the hlday pics looked horrible in them so took mo out  hows the camp amrca thing  speak soon serena,0,kaggle
today is accept day  u accept me as  brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd no rply means enemy,0,kaggle
ok    c ya,0,kaggle
hello  how r u  im bored  inever thought id get bored with the tv but i am  tell me something exciting has happened there  anything,0,kaggle
hi hun  im not comin 2nite tell every1 im sorry 4 me  hope u ava goodtime oli rang melnite ifink it mite b sorted but il explain everythin on mon l8rs x,0,kaggle
lmao nice 1,0,kaggle
wat s da model num of ur phone,0,kaggle
haha    hope ì_ can hear the receipt sound    gd luck,0,kaggle
k k  i m going to tirunelvali this week to see my uncle   i already spend the amount by taking dress  so only i want money i will give it on feb 1,0,kaggle
not heard from u4 a while  call me now am here all night with just my knickers on  make me beg for it like u did last time 01223585236 xx luv nikiyu4 net,1,kaggle
prepare to be pleasured,0,kaggle
shall i start from hear,0,kaggle
you all ready for   big day tomorrow,0,kaggle
yes obviously  but you are the eggs pert and the potato head û_ speak soon,0,kaggle
why i come in between you people,0,kaggle
from 88066 lost å 12 help,1,kaggle
urgent  your pan card linked to bank of baroda needs verification  click http   paytm update info,1,seed
omg joanna is freaking me out  she s looked thru all my friends to find photos of me  and then she s asking about stuff on my myspace which i haven t even logged on in like a year,0,kaggle
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,kaggle
was a nice day and  impressively  i was sensible  went home early and now feel fine  or am i just boring   when s yours  i can t remember,0,kaggle
then what about further plan,0,kaggle
dear user phonepe is updating kyc  enter otp 120714 sent to complete verification,1,seed
how u doin baby girl    hope u are okay every time i call ure phone is off  i miss u get in touch,0,kaggle
great  so what attracts you to the brothas,0,kaggle
scan qr code to receive rs 500 prize from jio lucky draw lucky draw,1,seed
ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online  you arrange shipping and you get a cut  or u      for a partnership where u      invest money for shipping and he takes care of the rest u  wud b self reliant soon dnt worry,0,kaggle
you have a collect request of rs 50000 from hdfc refund team  accept now,1,seed
income tax refund of rs 5000 is pending  submit details at http   incometax claim online,1,seed
good morning pookie pie  lol hope i didn t wake u up,0,kaggle
dear pnb customer your account is blocked  update kyc at http   sbi kyc xyz immediately,1,seed
latest nokia mobile or ipod mp3 player  å 400 proze guaranteed  reply with  win to 83355 now  norcorp ltd å 1 50 mtmsgrcvd18,1,kaggle
welcome  please reply with your age and gender to begin  e g 24m,1,kaggle
wrong phone  this phone  i answer this one but assume the other is people i don t well,0,kaggle
ok  i ll do you right later,0,kaggle
ok then i will come to ur home after half an hour,0,kaggle
new theory  argument wins d situation  but loses the person  so dont argue with ur friends just         kick them  amp  say  i m always correct,0,kaggle
i take it we didn t have the phone callon friday  can we assume we won t have it this year now,0,kaggle
i will lick up every drop    are you ready to use your mouth as well,0,kaggle
ok no prob  take ur time,0,kaggle
every day i use to sleep after  lt   gt  so only,0,kaggle
i had it already  sabarish asked me to go,0,kaggle
wiskey brandy rum gin beer vodka scotch shampain wine  kudi  yarasu dhina vaazhthukkal,0,kaggle
free ringtone  reply real or poly eg real1 1  pushbutton 2  dontcha 3  babygoodbye 4  golddigger 5  webeburnin 1st tone free and 6 more when u join for å 3 wk,1,kaggle
oh    haha    den we shld had went today too    gee  nvm la    kaiez  i dun mind goin jazz oso    scared hiphop open cant catch up,0,kaggle
i hope your alright babe  i worry that you might have felt a bit desparate when you learned the job was a fake   i am here waiting when you come back  my love,0,kaggle
you are a winner u have been specially selected 2 receive å 1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810810,1,kaggle
remember on that day,0,kaggle
going on nothing great bye,0,kaggle
i wil be there with in  lt   gt  minutes  got any space,0,kaggle
i have no money 4 steve mate,0,kaggle
sian    aft meeting supervisor got work 2 do liao    u working now,0,kaggle
dunno  my dad said he coming home 2 bring us out 4 lunch  yup i go w u lor  i call u when i reach school lor,0,kaggle
oh is it  which brand,0,kaggle
for sale   arsenal dartboard  good condition but no doubles or trebles,1,kaggle
what time you thinkin of goin,0,kaggle
gent  we are trying to contact you  last weekends draw shows that you won a å 1000 prize guaranteed  call 09064012160  claim code k52  valid 12hrs only  150ppm,1,kaggle
don no da  whats you plan,0,kaggle
honestly i ve just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out,0,kaggle
no da  he is stupid da  always sending like this  don believe any of those message pandy is a mental,0,kaggle
let ur heart be ur compass ur mind ur map ur soul ur guide and u will never loose in world    gnun   sent via way2sms com,0,kaggle
what pa tell me   i went to bath,0,kaggle
i am taking half day leave bec i am not well,0,kaggle
jesus christ bitch i m trying to give you drugs answer your fucking phone,0,kaggle
sunshine quiz wkly q  win a top sony dvd player if u know which country liverpool played in mid week  txt ansr to 82277  å 1 50 sp tyrone,1,kaggle
are you driving or training,0,kaggle
otp for your icici login is 616435  valid for 10 minutes  do not share,0,seed
says that he s quitting at least5times a day so i wudn t take much notice of that  nah  she didn t mind  are you gonna see him again  do you want to come to taunton tonight  u can tell me all about,0,kaggle
sorry  it s a lot of friend of a friend stuff  i m just now about to talk to the actual guy who wants to buy,0,kaggle
might ax well im there,0,kaggle
glad it went well    come over at 11 then we ll have plenty of time before claire goes to work,0,kaggle
lemme know when i can swing by and pick up  i m free basically any time after 1 all this semester,0,kaggle
pls come quick cant bare this,0,kaggle
as per your request  maangalyam  alaipayuthe   has been set as your callertune for all callers  press  9 to copy your friends callertune,0,kaggle
after my work ah    den 6 plus lor    u workin oso rite    den go orchard lor  no other place to go liao,0,kaggle
yeah  where s your class at,0,kaggle
really  i crashed out cuddled on my sofa,0,kaggle
hey babe  my friend had to cancel  still up for a visit,0,kaggle
hey mate  spoke to the mag people  we û re on  the is deliver by the end of the month  deliver on the 24th sept  talk later,0,kaggle
do ì_ all wan 2 meet up n combine all the parts  how s da rest of da project going,0,kaggle
a few people are at the game  i m at the mall with iouri and kaila,0,kaggle
otp for your hdfc login is 429984  valid for 10 minutes  do not share,0,seed
oh you got many responsibilities,0,kaggle
hmmm   k   but i want to change the field quickly da   i wanna get system administrator or network administrator,0,kaggle
i ll reach in ard 20 mins ok,0,kaggle
pls send me the correct name da,0,kaggle
can you let me know details of fri when u find out cos i m not in tom or fri  mentionned chinese  thanks,0,kaggle
no it s waiting in e car dat s bored wat  cos wait outside got nothing 2 do  at home can do my stuff or watch tv wat,0,kaggle
hmm   bad news   hype park plaza  700 studio taken   only left 2 bedrm  900,0,kaggle
your icici credit card ending 6351 is blocked  verify at http   yono update xyz,1,seed
hey you gave them your photo when you registered for driving ah  tmr wanna meet at yck,0,kaggle
ok darlin i supose it was ok i just worry too much i have to do some film stuff my mate and then have to babysit again  but you can call me there xx,0,kaggle
hey i will be really pretty late    you want to go for the lesson first  i will join you  i m only reaching tp mrt,0,kaggle
hi i m sue  i am 20 years old and work as a lapdancer  i love sex  text me live   i m i my bedroom now  text sue to 89555  by textoperator g2 1da 150ppmsg 18,1,kaggle
free  paytm selected your number for rs 10000 reward  send pin to claim,1,seed
i will come tomorrow di,0,kaggle
thanks for ve lovely wisheds  you rock,0,kaggle
oh ya    got hip hop open  haha i was thinking can go for jazz then zoom to cine    actually tonight i m free leh    and there s a kb lesson tonight,0,kaggle
you have a collect request of rs 500 from hdfc refund team  accept now,1,seed
haha    dont be angry with yourself    take it as a practice for the real thing,0,kaggle
dunno da next show aft 6 is 850  toa payoh got 650,0,kaggle
you do what all you like,0,kaggle
i m not smoking while people use  wylie smokes too much   to justify ruining my shit,0,kaggle
i will come with karnan car  please wait till 6pm will directly goto doctor,0,kaggle
yeah i should be able to  i ll text you when i m ready to meet up,0,kaggle
it s ì  only  140 ard   ìä rest all ard  180 at least   which is ì  price 4 ì  2 bedrm   900,0,kaggle
freemsg  txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop,1,kaggle
i did  one slice and one breadstick  lol,0,kaggle
sorry i m not free,0,kaggle
mode men or have you left,0,kaggle
hi  test on  lt   gt  rd,0,kaggle
well done and   luv ya all,0,kaggle
life alle mone eppolum oru pole allalo,0,kaggle
ok how you dear  did you call chechi,0,kaggle
i to am looking forward to all the sex cuddling   only two more sleeps,0,kaggle
you always make things bigger than they are,0,kaggle
maybe i could get book out tomo then return it immediately     or something,0,kaggle
scan qr code to receive rs 1000 prize from flipkart spin   win lucky draw,1,seed
yep then is fine 7 30 or 8 30 for ice age,0,kaggle
but i have to  i like to have love and arrange,0,kaggle
alrite hunny wot u up 2 2nite  didnt end up goin down town jus da pub instead  jus chillin at da mo in me bedroom love jen xxx,0,kaggle
87077  kick off a new season with 2wks free goals   news to ur mobile  txt ur club name to 87077 eg villa to 87077,1,kaggle
so what u doing today,0,kaggle
lol no  just trying to make your day a little more interesting,0,kaggle
you in your room  i need a few,0,kaggle
i wont touch you with out your permission,0,kaggle
now only i reached home      i am very tired now    i will come tomorro,0,kaggle
wamma get laid want real doggin locations sent direct to your mobile  join the uks largest dogging network  txt dogs to 69696 now nyt  ec2a  3lp å 1 50 msg,1,kaggle
match started india  lt   gt  for 2,0,kaggle
sos  any amount i can get pls,0,kaggle
last chance 2 claim ur å 150 worth of discount vouchers text yes to 85023 now savamob member offers mobile t cs 08717898035  å 3 00 sub  16   remove txt x or stop,1,kaggle
are your freezing   are you home yet   will you remember to kiss your mom in the morning  do you love me   do you think of me   are you missing me yet,0,kaggle
meanwhile in the shit suite  xavier decided to give us  lt   gt  seconds of warning that samantha was coming over and is playing jay s guitar to impress her or some shit  also i don t think doug realizes i don t live here anymore,0,kaggle
scan qr code to receive rs 5000 prize from flipkart spin   win lucky draw,1,seed
go until jurong point  crazy   available only in bugis n great world la e buffet    cine there got amore wat,0,kaggle
thought we could go out for dinner  i ll treat you  seem ok,0,kaggle
tmrw  im finishing 9 doors,0,kaggle
your irctc ticket pnr 3934280152 for 20 march is confirmed,0,seed
no  but you told me you were going  before you got drunk,0,kaggle
did u see what i posted on your facebook,0,kaggle
i wish that i was with you  holding you tightly  making you see how important you are  how much you mean to me     how much i need you     in my life,0,kaggle
dont gimme that lip caveboy,0,kaggle
sir  waiting for your letter,0,kaggle
think i could stop by in like an hour or so  my roommate s looking to stock up for a trip,0,kaggle
yeah it s jus rite,0,kaggle
i think we re going to finn s now  come,0,kaggle
thinkin about someone is all good  no drugs for that,0,kaggle
don t forget though that i love you      and i walk beside you  watching over you and keeping your heart warm,0,kaggle
haha    really oh no    how  then will they deduct your lesson tmr,0,kaggle
thanks for your ringtone order  reference t91  you will be charged gbp 4 per week  you can unsubscribe at anytime by calling customer services on 09057039994,1,kaggle
k  wait chikku  il send aftr  lt   gt  mins,0,kaggle
hey    very inconvenient for your sis a not huh,0,kaggle
your phonepe transaction of rs 50000 to swiggy is successful,0,seed
were somewhere on fredericksburg,0,kaggle
detroit  the home of snow  enjoy it,0,kaggle
go chase after her and run her over while she s crossing the street,0,kaggle
alert  suspicious transaction on your phonepe  call 9876543210 immediately,1,seed
claim a 200 shopping spree  just call 08717895698 now  have you won  mobstorequiz10ppm,1,kaggle
after completed degree  there is no use in joining finance,0,kaggle
hey darlin   i can pick u up at college if u tell me wen   where 2 mt   love pete xx,0,kaggle
private  your 2004 account statement for 07742676969 shows 786 unredeemed bonus points  to claim call 08719180248 identifier code  45239 expires,1,kaggle
me also da  i feel yesterday night wait til 2day night dear,0,kaggle
two teams waiting for some players,0,kaggle
thank you for calling forgot to say happy onam to you sirji i am fine here and remembered you when i met an insurance person meet you in qatar insha allah rakhesh  ex tata aig who joined tissco tayseer,0,kaggle
u guys never invite me anywhere,0,kaggle
where you  what happen,0,kaggle
income tax refund of rs 5000 is pending  submit details at http   sbi kyc xyz,1,seed
serious  what like proper tongued her,0,kaggle
ah poor baby hope urfeeling bettersn luv  probthat overdose of work hey go careful spk 2 u sn lots of lovejen xxx,0,kaggle
u sick still can go shopping,0,kaggle
i m stuck in da middle of da row on da right hand side of da lt,0,kaggle
boooo you always work  just quit,0,kaggle
hello  good week  fancy a drink or something later,0,kaggle
r u  sam p in eachother  if we meet we can go 2 my house,0,kaggle
transaction alert  rs 50000 debited from icici account for flipkart payment,0,seed
your sip of rs 500 in hdfc top 100 has been processed for 5 april,0,seed
dear pnb customer your account is blocked  update kyc at http   incometax claim online immediately,1,seed
so why didnt you holla,0,kaggle
haven t found a way to get another app for your phone  eh   will you go to the net cafe   did you take that job  geeee i need you babe  i crave to see you,0,kaggle
it is a good thing i m now getting the connection to bw,0,kaggle
ummmmmaah many many happy returns of d day my dear sweet heart   happy birthday dear,0,kaggle
i think i ve fixed it can you send a test message,0,kaggle
valentines day special  win over å 1000 in our quiz and take your partner on the trip of a lifetime  send go to 83600 now  150p msg rcvd  custcare 08718720201,1,kaggle
unless it s a situation where you go gurl would be more appropriate,0,kaggle
dunno lei    i thk mum lazy to go out    i neva ask her yet,0,kaggle
men always needs a beautiful  intelligent  caring  loving  adjustable  cooperative wife  but the law allows only one wife,0,kaggle
transaction alert  rs 25000 debited from pnb account for flipkart payment,0,seed
either way works for me  i am  lt   gt  years old  hope that doesnt bother you,0,kaggle
nah  i m a perpetual dd,0,kaggle
roger that  we û re probably going to rem in about 20,0,kaggle
yo we are watching a movie on netflix,0,kaggle
yeah  i ll leave in a couple minutes  amp  let you know when i get to mu,0,kaggle
haha good to hear  i m officially paid and on the market for an 8th,0,kaggle
all sounds good  fingers   makes it difficult to type,0,kaggle
y de asking like this,0,kaggle
in which place do you want da,0,kaggle
please find attached the meeting notes from yesterday s discussion,0,seed
how to make a girl happy  it s not at all difficult to make girls happy  u only need to be    1  a friend 2  companion 3  lover 4  chef        lt   gt    good listener  lt   gt    organizer  lt   gt    good boyfriend  lt   gt    very clean  lt   gt    sympathetic  lt   gt    athletic  lt   gt    warm        lt   gt    courageous  lt   gt    determined  lt   gt    true  lt   gt    dependable  lt   gt    intelligent        lt   gt    psychologist  lt   gt    pest exterminator  lt   gt    psychiatrist  lt   gt    healer      lt   gt    stylist  lt   gt    driver     aaniye pudunga venaam,0,kaggle
joy s father is john  then john is the name of joy s father  mandan,0,kaggle
will do  have a good day,0,kaggle
call me when you carlos is are here  my phone s vibrate is acting up and i might not hear texts,0,kaggle
thats a bit weird  even    where is the do supposed to be happening  but good idea  sure they will be in pub,0,kaggle
i knew it    u slept v late yest  wake up so late,0,kaggle
finish liao    u,0,kaggle
just re read it and i have no shame but tell me how he takes it and if he runs i will blame u 4 ever   not really 4 ever just a long time,0,kaggle
do you want bold 2 or bb torch,0,kaggle
hi your axis credit card bill of rs 5000 is due on 1 may,0,seed
it certainly puts things into perspective when something like this happens,0,kaggle
hey kate,0,kaggle
he s in lag  that s just the sad part but we keep in touch thanks to skype,0,kaggle
dear user amazon pay is updating kyc  enter otp 455123 sent to complete verification,1,seed
1 20 that call cost  which i guess isnt bad  miss ya  need ya  want ya  love ya,0,kaggle
oh k i think most of wi and nz players unsold,0,kaggle
yes but i don t care cause i know its there,0,kaggle
hurry home  soup is done,0,kaggle
did u find out what time the bus is at coz i need to sort some stuff out,0,kaggle
as if i wasn t having enough trouble sleeping,0,kaggle
forwarded from 88877 free entry into our å 250 weekly comp just send the word enter to 88877 now  18 t c www textcomp com,1,kaggle
but we havent got da topic yet rite,0,kaggle
oh howda gud gud   mathe en samachara chikku,0,kaggle
i know complain num only  bettr directly go to bsnl offc nd apply for it,0,kaggle
ok ill send you with in  lt decimal gt  ok,0,kaggle
urgent  call 09061749602 from landline  your complimentary 4  tenerife holiday or å 10 000 cash await collection sae t cs box 528 hp20 1yf 150ppm 18,1,kaggle
reminder  icici emi of rs 25000 due on 5 april  maintain sufficient balance,0,seed
if i get there before you after your ten billion calls and texts so help me god,0,kaggle
eh ur laptop got no stock lei    he say mon muz come again to take a look c got a not,0,kaggle
k  i ll work something out,0,kaggle
wat uniform  in where get,0,kaggle
haha  my legs and neck are killing me and my amigos are hoping to end the night with a burn  think i could swing by in like an hour,0,kaggle
today s offer  claim ur å 150 worth of discount vouchers  text yes to 85023 now  savamob  member offers mobile  t cs 08717898035  å 3 00 sub  16   unsub reply x,1,kaggle
ìï comin to fetch us oredi,0,kaggle
sry can t talk on phone  with parents,0,kaggle
how  its a little difficult but its a simple way to enter this place,0,kaggle
hey  you got any mail,0,kaggle
oops i thk i dun haf enuff    i go check then tell ì_,0,kaggle
at what time are you coming,0,kaggle
we are okay  going to sleep now  later,0,kaggle
ìï neva tell me how i noe    i m not at home in da aft wat,0,kaggle
hey boys  want hot xxx pics sent direct 2 ur phone  txt porn to 69855  24hrs free and then just 50p per day  to stop text stopbcm sf wc1n3xx,1,kaggle
u dun say so early hor    u c already then say,0,kaggle
ahhhh   just woken up had a bad dream about u tho so i dont like u right now    i didnt know anything about comedy night but i guess im up for it,0,kaggle
what i told before i tell  stupid hear after i wont tell anything to you  you dad called to my brother and spoken  not with me,0,kaggle
some friends want me to drive em someplace  probably take a while,0,kaggle
yes watching footie but worried we re going to blow it   phil neville,0,kaggle
everybody had fun this evening  miss you,0,kaggle
u meet other fren dun wan meet me ah    muz b a guy rite,0,kaggle
your irctc ticket pnr 2800476466 for 20 march is confirmed,0,seed
fyi i m taking a quick shower  be at epsilon in like  lt   gt  min,0,kaggle
free msg  get gnarls barkleys  crazy   ringtone totally free just reply go to this message right now,1,kaggle
your google pay transaction of rs 25000 to zomato is successful,0,seed
dear i am not denying your words please,0,kaggle
our prashanthettan s mother passed away last night  pray for her and family,0,kaggle
welcome to uk mobile date this msg is free giving you free calling to 08719839835  future mgs billed at 150p daily  to cancel send  go stop   to 89123,1,kaggle
as a registered optin subscriber ur draw 4 å 100 gift voucher will be entered on receipt of a correct ans to 80062 whats no1 in the bbc charts,1,kaggle
finally the match heading towards draw as your prediction,0,kaggle
y where u at dogbreath  its just sounding like jan c thatåõs al,0,kaggle
hello  no news on job  they are making me wait a fifth week  yeah im up for some woozles and weasels    in exeter still  but be home about 3,0,kaggle
i have had two more letters from   i will copy them for you cos one has a message for you  speak soon,0,kaggle
buzzzz   grins  did i buzz your ass  buzz your chest   buzz your cock   where do you keep your phone   is the vibrator on   did you feel it shake,0,kaggle
your airtel recharge of rs 299 was successful  pack valid for 28 days,0,seed
i don t know but i m raping dudes at poker,0,kaggle
did you try making another butt,0,kaggle
happy birthday to you    dear with lots of love rakhesh nri,0,kaggle
i will reach office around  lt decimal gt     amp  my mobile have problem  you cann t get my voice  so call you asa i ll free,0,kaggle
wat ì_ doing now,0,kaggle
blank is blank  but wat is blank  lol,0,kaggle
you have a collect request of rs 5000 from bank of baroda refund team  accept now,1,seed
and how you will do that  princess,0,kaggle
hi babe uawake feellikw shit justfound out via aletter thatmum gotmarried 4thnov behind ourbacks åð fuckinnice selfish,0,kaggle
me too  have a lovely night xxx,0,kaggle
no my mum went 2 dentist,0,kaggle
imagine life without me    see   how fast u are searching me don t worry   l m always there to disturb u   goodnoon,0,kaggle
500 free text msgs  just text ok to 80488 and we ll credit your account,1,kaggle
i ve got it down to a tea  not sure which flavour,0,kaggle
networking job is there,0,kaggle
hi   technical support providing assistance to us customer through call and email,0,kaggle
hi your icici credit card bill of rs 5000 is due on 30 april,0,seed
yes  sura in sun tv   lol,0,kaggle
ur balance is now å 600  next question  complete the landmark  big  a  bob  b  barry or c  ben    text a  b or c to 83738  good luck,1,kaggle
aiyah e rain like quite big leh  if drizzling i can at least run home,0,kaggle
hmph  go head  big baller,0,kaggle
whore you are unbelievable,0,kaggle
no need lar i go engin  cos my sis at arts today,0,kaggle
i came hostel  i m going to sleep  plz call me up before class  hrishi,0,kaggle
reminder  pnb emi of rs 25000 due on 15 april  maintain sufficient balance,0,seed
sorry in meeting i ll call later,0,kaggle
you know my old dom i told you about yesterday   his name is roger  he got in touch with me last night and wants me to meet him today at 2 pm,0,kaggle
otp for your kotak login is 427308  valid for 10 minutes  do not share,0,seed
i think just yourself  û_thanks and see you tomo,0,kaggle
what time do u get out,0,kaggle
your irctc ticket pnr 8375160215 for 1 may is confirmed,0,seed
yes   it completely in out of form  clark also utter waste,0,kaggle
hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal  when are u free  katexxx,0,kaggle
then ì_ wait 4 me at bus stop aft ur lect lar  if i dun c ì_ then i go get my car then come back n pick ì_,0,kaggle
no  i dont want to hear anything,0,kaggle
i m used to it  i just hope my agents don t drop me since i ve only booked a few things this year  this whole me in boston  them in nyc was an experiment,0,kaggle
eh den sat u book e kb liao huh,0,kaggle
no  jst change tat only,0,kaggle
please attend the phone,0,kaggle
u still havent got urself a jacket ah,0,kaggle
many times we lose our best ones bcoz we are,0,kaggle
excellent  are you ready to moan and scream in ecstasy,0,kaggle
madam regret disturbance might receive a reference check from dlf premarica kindly be informed rgds rakhesh kerala,0,kaggle
k  i might come by tonight then if my class lets out early,0,kaggle
s   kallis wont play in first two odi,0,kaggle
yeah  don t go to bed  i ll be back before midnight,0,kaggle
got but got 2 colours lor  one colour is quite light n e other is darker lor  actually i m done she s styling my hair now,0,kaggle
no calls  messages  missed calls,0,kaggle
your sip of rs 1000 in hdfc top 100 has been processed for 1 may,0,seed
refused a loan  secured or unsecured  can t get credit  call free now 0800 195 6669 or text back  help    we will,1,kaggle
guess who spent all last night phasing in and out of the fourth dimension,0,kaggle
dear customer your fixed deposit of rs 50000 has matured  please visit branch to renew,0,seed
aight i ll grab something to eat too  text me when you re back at mu,0,kaggle
aiyar dun disturb u liao    thk u have lots 2 do aft ur cupboard come,0,kaggle
nt yet chikku  simple habba  hw abt u,0,kaggle
i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,0,kaggle
well i m going to be an aunty,0,kaggle
romcapspam everyone around should be responding well to your presence since you are so warm and outgoing  you are bringing in a real breath of sunshine,1,kaggle
my friend just got here and says he s upping his order by a few grams  he s got    lt   gt     when can you get here,0,kaggle
double mins   double txt   1 2 price linerental on latest orange bluetooth mobiles  call mobileupd8 for the very latest offers  08000839402 or call2optout lf56,1,kaggle
reckon need to be in town by eightish to walk from   carpark,0,kaggle
did u turn on the heater  the heater was on and set to  lt   gt  degrees,0,kaggle
waiting 4 my tv show 2 start lor    u leh still busy doing ur report,0,kaggle
lol boo i was hoping for a laugh,0,kaggle
hey hey werethe monkeespeople say we monkeyaround  howdy gorgeous,0,kaggle
in meeting da  i will call you,0,kaggle
check out choose your babe videos   sms shsex netun fgkslpopw fgkslpo,1,kaggle
you have a collect request of rs 10000 from kotak refund team  accept now,1,seed
hey pple    700 or  900 for 5 nights   excellent location wif breakfast hamper,0,kaggle
what time u wrkin,0,kaggle
aight  we ll head out in a few,0,kaggle
nah i don t think he goes to usf  he lives around here though,0,kaggle
u buy newspapers already,0,kaggle
i m very happy for you babe   woo hoo party on dude,0,kaggle
when you and derek done with class,0,kaggle
this is hoping you enjoyed your game yesterday  sorry i ve not been in touch but pls know that you are fondly bein thot off  have a great week  abiola,0,kaggle
your aadhaar otp is 847291  never share this otp with anyone  uidai will never ask for otp,0,seed
sorry sent blank msg again  yup but trying 2 do some serious studying now,0,kaggle
yeah i ll try to scrounge something up,0,kaggle
alright  i m out  have a good night,0,kaggle
i only haf msn  it s yijue hotmail com,0,kaggle
you have won a guaranteed å 200 award or even å 1000 cashto claim ur award call free on 08000407165  18   2 stop getstop on 88222 php  rg21 4jx,1,kaggle
i think chennai well settled,0,kaggle
make that 3  4 fucks sake   x,0,kaggle
pick you up bout 7 30ish  what time are and that going,0,kaggle
are you wet right now,0,kaggle
urgent this is our 2nd attempt to contact u  your å 900 prize from yesterday is still awaiting collection  to claim call now 09061702893,1,kaggle
hai ana tomarrow am coming on morning   lt decimal gt  ill be there in sathy then we ll go to rto office  reply me after came to home,0,kaggle
slept  i thinkthis time    lt   gt  pm  is not dangerous,0,kaggle
all the lastest from stereophonics  marley  dizzee racal  libertines and the strokes  win nookii games with flirt   click themob wap bookmark or text wap to 82468,1,kaggle
kallis is ready for bat in 2nd innings,0,kaggle
500 new mobiles from 2004  must go  txt  nokia to no  89545   collect yours today from only å 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,1,kaggle
dear customer your fd of rs 10000 matures on 30 april  visit branch to renew,0,seed
yep  i do like the pink furniture tho,0,kaggle
mark works tomorrow  he gets out at 5  his work is by your house so he can meet u afterwards,0,kaggle
tell me they re female  v how re you throwing in  we re deciding what all to get now,0,kaggle
only once then after ill obey all yours,0,kaggle
hi     do u want   to join me with sts later     meeting them at five     call u after class,0,kaggle
